seq,aou,english,french,spanish,order,family,genus,species,unid_combined,sci_name,GenLength
1301,5860,Olive Sparrow,Tohi olive,Arremonops rufivirgatus,Passeriformes,Passerellidae,Arremonops,rufivirgatus,TRUE,Arremonops rufivirgatus,2.500319042
1304,5730,Black-throated Sparrow,Bruant à gorge noire,Amphispiza bilineata,Passeriformes,Passerellidae,Amphispiza,bilineata,TRUE,Amphispiza bilineata,2.202279982
1305,5520,Lark Sparrow,Bruant à joues marron,Chondestes grammacus,Passeriformes,Passerellidae,Chondestes,grammacus,TRUE,Chondestes grammacus,2.20312474
1306,6050,Lark Bunting,Bruant noir et blanc,Calamospiza melanocorys,Passeriformes,Passerellidae,Calamospiza,melanocorys,TRUE,Calamospiza melanocorys,2.030157659
1307,5600,Chipping Sparrow,Bruant familier,Spizella passerina,Passeriformes,Passerellidae,Spizella,passerina,TRUE,Spizella passerina,2.539412426
1308,5610,Clay-colored Sparrow,Bruant des plaines,Spizella pallida,Passeriformes,Passerellidae,Spizella,pallida,TRUE,Spizella pallida,2.113274944
1309,5650,Black-chinned Sparrow,Bruant à menton noir,Spizella atrogularis,Passeriformes,Passerellidae,Spizella,atrogularis,TRUE,Spizella atrogularis,2.388759557
1310,5630,Field Sparrow,Bruant des champs,Spizella pusilla,Passeriformes,Passerellidae,Spizella,pusilla,TRUE,Spizella pusilla,2.172682596
1311,5620,Brewer's Sparrow,Bruant de Brewer,Spizella breweri,Passeriformes,Passerellidae,Spizella,breweri,TRUE,Spizella breweri,2.117613195
1316,5850,Fox Sparrow,Bruant fauve,Passerella iliaca,Passeriformes,Passerellidae,Passerella,iliaca,TRUE,Passerella iliaca,2.565488998
1317,5590,American Tree Sparrow,Bruant hudsonien,Spizelloides arborea,Passeriformes,Passerellidae,Spizelloides,arborea,TRUE,Spizelloides arborea,2.385897614
1319,5670,(Slate-colored Junco) Dark-eyed Junco,Junco ardoisé (groupe hyemalis),Junco hyemalis hyemalis,Passeriformes,Passerellidae,Junco,hyemalis hyemalis,TRUE,Junco hyemalis hyemalis,2.385897614
1320,5671,(Oregon Junco) Dark-eyed Junco,Junco ardoisé (groupe oreganus),Junco hyemalis oreganus,Passeriformes,Passerellidae,Junco,hyemalis oreganus,TRUE,Junco hyemalis oreganus,2.385897614
1321,5680,(Pink-sided Junco) Dark-eyed Junco,Junco ardoisé (groupe mearnsi),Junco hyemalis mearnsi,Passeriformes,Passerellidae,Junco,hyemalis mearnsi,TRUE,Junco hyemalis mearnsi,2.385897614
1322,5660,(White-winged Junco) Dark-eyed Junco,Junco ardoisé (à ailes blanches),Junco hyemalis aikeni,Passeriformes,Passerellidae,Junco,hyemalis aikeni,TRUE,Junco hyemalis aikeni,2.385897614
1323,5690,(Gray-headed Junco) Dark-eyed Junco,Junco ardoisé (à tête grise),Junco hyemalis caniceps,Passeriformes,Passerellidae,Junco,hyemalis caniceps,TRUE,Junco hyemalis caniceps,2.385897614
1324,5677,Dark-eyed Junco (all forms),Junco ardoisé (toutes les formes),Junco hyemalis,Passeriformes,Passerellidae,Junco,hyemalis,TRUE,Junco hyemalis,2.385897614
1325,5700,Yellow-eyed Junco,Junco aux yeux jaunes,Junco phaeonotus,Passeriformes,Passerellidae,Junco,phaeonotus,TRUE,Junco phaeonotus,2.207674926
1328,5540,White-crowned Sparrow,Bruant à couronne blanche,Zonotrichia leucophrys,Passeriformes,Passerellidae,Zonotrichia,leucophrys,TRUE,Zonotrichia leucophrys,2.748363144
1329,5570,Golden-crowned Sparrow,Bruant à couronne dorée,Zonotrichia atricapilla,Passeriformes,Passerellidae,Zonotrichia,atricapilla,TRUE,Zonotrichia atricapilla,2.465744217
1330,5530,Harris's Sparrow,Bruant à face noire,Zonotrichia querula,Passeriformes,Passerellidae,Zonotrichia,querula,TRUE,Zonotrichia querula,2.558526895
1331,5580,White-throated Sparrow,Bruant à gorge blanche,Zonotrichia albicollis,Passeriformes,Passerellidae,Zonotrichia,albicollis,TRUE,Zonotrichia albicollis,2.978161552
1332,5739,Bell's Sparrow,Bruant de Bell,Artemisiospiza belli,Passeriformes,Passerellidae,Artemisiospiza,belli,TRUE,Artemisiospiza belli,2.362743673
1333,5740,unid. Sagebrush Sparrow / Bell's Sparrow,unid Bruant des armoises / Burant de Bell,Artemisiospiza nevadensis / belli,Passeriformes,Passerellidae,Artemisiospiza,nevadensis / belli,TRUE,Artemisiospiza nevadensis / belli,NA
1334,5738,Sagebrush Sparrow,Bruant des armoises,Artemisiospiza nevadensis,Passeriformes,Passerellidae,Artemisiospiza,nevadensis,TRUE,Artemisiospiza nevadensis,2.262258433
1336,5400,Vesper Sparrow,Bruant vespéral,Pooecetes gramineus,Passeriformes,Passerellidae,Pooecetes,gramineus,TRUE,Pooecetes gramineus,2.214711172
1337,5480,LeConte's Sparrow,Bruant de LeConte,Ammospiza leconteii,Passeriformes,Passerellidae,Ammospiza,leconteii,TRUE,Ammospiza leconteii,1.948327451
1338,5500,Seaside Sparrow,Bruant maritime,Ammospiza maritima,Passeriformes,Passerellidae,Ammospiza,maritima,TRUE,Ammospiza maritima,2.842087376
1339,5491,Nelson's Sparrow,Bruant de Nelson,Ammospiza nelsoni,Passeriformes,Passerellidae,Ammospiza,nelsoni,TRUE,Ammospiza nelsoni,2.634638554
1340,5490,Saltmarsh Sparrow,Bruant à queue aiguë,Ammospiza caudacuta,Passeriformes,Passerellidae,Ammospiza,caudacuta,TRUE,Ammospiza caudacuta,2.337685565
1341,5450,Baird's Sparrow,Bruant de Baird,Centronyx bairdii,Passeriformes,Passerellidae,Centronyx,bairdii,TRUE,Centronyx bairdii,2.13507425
1342,5470,Henslow's Sparrow,Bruant de Henslow,Centronyx henslowii,Passeriformes,Passerellidae,Centronyx,henslowii,TRUE,Centronyx henslowii,2.04219075
1343,5420,Savannah Sparrow,Bruant des prés,Passerculus sandwichensis,Passeriformes,Passerellidae,Passerculus,sandwichensis,TRUE,Passerculus sandwichensis,2.242147407
1345,5810,Song Sparrow,Bruant chanteur,Melospiza melodia,Passeriformes,Passerellidae,Melospiza,melodia,TRUE,Melospiza melodia,2.588141994
1346,5830,Lincoln's Sparrow,Bruant de Lincoln,Melospiza lincolnii,Passeriformes,Passerellidae,Melospiza,lincolnii,TRUE,Melospiza lincolnii,2.097614456
1347,5840,Swamp Sparrow,Bruant des marais,Melospiza georgiana,Passeriformes,Passerellidae,Melospiza,georgiana,TRUE,Melospiza georgiana,2.078270071
1349,5910,Canyon Towhee,Tohi des canyons,Melozone fusca,Passeriformes,Passerellidae,Melozone,fusca,TRUE,Melozone fusca,2.677993343
1351,5920,Abert's Towhee,Tohi d'Abert,Melozone aberti,Passeriformes,Passerellidae,Melozone,aberti,TRUE,Melozone aberti,2.657521365
1352,5911,California Towhee,Tohi de Californie,Melozone crissalis,Passeriformes,Passerellidae,Melozone,crissalis,TRUE,Melozone crissalis,2.729696484
1356,5800,Rufous-crowned Sparrow,Tohi à calotte fauve,Aimophila ruficeps,Passeriformes,Passerellidae,Aimophila,ruficeps,TRUE,Aimophila ruficeps,2.196889551
1358,5900,Green-tailed Towhee,Tohi à queue verte,Pipilo chlorurus,Passeriformes,Passerellidae,Pipilo,chlorurus,TRUE,Pipilo chlorurus,2.780343374
1359,5880,Spotted Towhee,Tohi tacheté,Pipilo maculatus,Passeriformes,Passerellidae,Pipilo,maculatus,TRUE,Pipilo maculatus,2.898097809
1360,5870,Eastern Towhee,Tohi à flancs roux,Pipilo erythrophthalmus,Passeriformes,Passerellidae,Pipilo,erythrophthalmus,TRUE,Pipilo erythrophthalmus,2.77244191
1361,5871,unid. Spotted Towhee / Eastern Towhee,unid Tohi tacheté / Tohi à flancs roux,Pipilo maculatus / erythrophthalmus,Passeriformes,Passerellidae,Pipilo,maculatus / erythrophthalmus,TRUE,Pipilo maculatus / erythrophthalmus,NA
1366,6830,Yellow-breasted Chat,Ictérie polyglotte,Icteria virens,Passeriformes,Icteriidae,Icteria,virens,TRUE,Icteria virens,2.241553184
1367,4970,Yellow-headed Blackbird,Carouge à tête jaune,Xanthocephalus xanthocephalus,Passeriformes,Icteridae,Xanthocephalus,xanthocephalus,TRUE,Xanthocephalus xanthocephalus,3.029981906
1368,4940,Bobolink,Goglu des prés,Dolichonyx oryzivorus,Passeriformes,Icteridae,Dolichonyx,oryzivorus,TRUE,Dolichonyx oryzivorus,2.86256725
1370,5010,Eastern Meadowlark,Sturnelle des prés,Sturnella magna,Passeriformes,Icteridae,Sturnella,magna,TRUE,Sturnella magna,2.6782694
1371,5011,Western Meadowlark,Sturnelle de l'Ouest,Sturnella neglecta,Passeriformes,Icteridae,Sturnella,neglecta,TRUE,Sturnella neglecta,2.680879929
1372,5012,unid. Meadowlark,unid Sturnelle,Sturnella sp.,Passeriformes,Icteridae,Sturnella,sp.,TRUE,Sturnella sp.,NA
1381,5060,Orchard Oriole,Oriole des vergers,Icterus spurius,Passeriformes,Icteridae,Icterus,spurius,TRUE,Icterus spurius,2.501405461
1382,5050,Hooded Oriole,Oriole masqué,Icterus cucullatus,Passeriformes,Icteridae,Icterus,cucullatus,TRUE,Icterus cucullatus,2.519003615
1386,5080,Bullock's Oriole,Oriole de Bullock,Icterus bullockii,Passeriformes,Icteridae,Icterus,bullockii,TRUE,Icterus bullockii,2.595343415
1388,5032,Spot-breasted Oriole,Oriole maculé,Icterus pectoralis,Passeriformes,Icteridae,Icterus,pectoralis,TRUE,Icterus pectoralis,3.558576426
1389,5031,Altamira Oriole,Oriole à gros bec,Icterus gularis,Passeriformes,Icteridae,Icterus,gularis,TRUE,Icterus gularis,3.375502157
1390,5030,Audubon's Oriole,Oriole d'Audubon,Icterus graduacauda,Passeriformes,Icteridae,Icterus,graduacauda,TRUE,Icterus graduacauda,3.155958121
1391,5070,Baltimore Oriole,Oriole de Baltimore,Icterus galbula,Passeriformes,Icteridae,Icterus,galbula,TRUE,Icterus galbula,2.680863532
1392,5078,hybrid Bullock's Oriole x Baltimore Oriole,hybride Oriole de Baltimore x Oriole de Bullock's,Icterus bullockii x galbula,Passeriformes,Icteridae,Icterus,bullockii x galbula,TRUE,Icterus bullockii x galbula,NA
1393,5077,Northern Oriole (Bullock's/Baltimore),Oriole du Nord (de Bullock/de Baltimore),Icterus bullockii / galbula,Passeriformes,Icteridae,Icterus,bullockii / galbula,TRUE,Icterus bullockii / galbula,2.6381034735
1395,5040,Scott's Oriole,Oriole jaune-verdâtre,Icterus parisorum,Passeriformes,Icteridae,Icterus,parisorum,TRUE,Icterus parisorum,3.107281677
1396,4980,Red-winged Blackbird,Carouge à épaulettes,Agelaius phoeniceus,Passeriformes,Icteridae,Agelaius,phoeniceus,TRUE,Agelaius phoeniceus,4.27953597
1397,5000,Tricolored Blackbird,Carouge de Californie,Agelaius tricolor,Passeriformes,Icteridae,Agelaius,tricolor,TRUE,Agelaius tricolor,3.777039139
1399,4961,Shiny Cowbird,Vacher luisant,Molothrus bonariensis,Passeriformes,Icteridae,Molothrus,bonariensis,TRUE,Molothrus bonariensis,2.91219839
1400,4960,Bronzed Cowbird,Vacher bronzé,Molothrus aeneus,Passeriformes,Icteridae,Molothrus,aeneus,TRUE,Molothrus aeneus,2.459147624
1401,4950,Brown-headed Cowbird,Vacher à tête brune,Molothrus ater,Passeriformes,Icteridae,Molothrus,ater,TRUE,Molothrus ater,3.285866402
1402,4955,unid. Bronzed Cowbird / Brown-headed Cowbird,unid Vacher bronzé / à tête brune,Molothrus aeneus / ater,Passeriformes,Icteridae,Molothrus,aeneus / ater,TRUE,Molothrus aeneus / ater,NA
1405,5090,Rusty Blackbird,Quiscale rouilleux,Euphagus carolinus,Passeriformes,Icteridae,Euphagus,carolinus,TRUE,Euphagus carolinus,2.373692921
1406,5100,Brewer's Blackbird,Quiscale de Brewer,Euphagus cyanocephalus,Passeriformes,Icteridae,Euphagus,cyanocephalus,TRUE,Euphagus cyanocephalus,2.706886845
1407,5110,Common Grackle,Quiscale bronzé,Quiscalus quiscula,Passeriformes,Icteridae,Quiscalus,quiscula,TRUE,Quiscalus quiscula,4.115782122
1408,5130,Boat-tailed Grackle,Quiscale des marais,Quiscalus major,Passeriformes,Icteridae,Quiscalus,major,TRUE,Quiscalus major,3.981324655
1409,5120,Great-tailed Grackle,Quiscale à longue queue,Quiscalus mexicanus,Passeriformes,Icteridae,Quiscalus,mexicanus,TRUE,Quiscalus mexicanus,3.255220394
1410,5135,unid. Boat-tailed Grackle / Great-tailed Grackle,unid Quiscale des marais / Quiscale à longue queue,Quiscalus major / mexicanus,Passeriformes,Icteridae,Quiscalus,major / mexicanus,TRUE,Quiscalus major / mexicanus,NA
1411,6740,Ovenbird,Paruline couronnée,Seiurus aurocapilla,Passeriformes,Parulidae,Seiurus,aurocapilla,TRUE,Seiurus aurocapilla,2.427777608
1412,6390,Worm-eating Warbler,Paruline vermivore,Helmitheros vermivorum,Passeriformes,Parulidae,Helmitheros,vermivorum,TRUE,Helmitheros vermivorum,2.264556536
1413,6760,Louisiana Waterthrush,Paruline hochequeue,Parkesia motacilla,Passeriformes,Parulidae,Parkesia,motacilla,TRUE,Parkesia motacilla,2.134498512
1414,6750,Northern Waterthrush,Paruline des ruisseaux,Parkesia noveboracensis,Passeriformes,Parulidae,Parkesia,noveboracensis,TRUE,Parkesia noveboracensis,2.215035085
1415,6420,Golden-winged Warbler,Paruline à ailes dorées,Vermivora chrysoptera,Passeriformes,Parulidae,Vermivora,chrysoptera,TRUE,Vermivora chrysoptera,2.07904359
1416,6410,Blue-winged Warbler,Paruline à ailes bleues,Vermivora cyanoptera,Passeriformes,Parulidae,Vermivora,cyanoptera,TRUE,Vermivora cyanoptera,2.135991434
1417,6412,Brewster's Warbler (Golden-winged x Blue-winged),Paruline de Brewster,Vermivora cyanoptera x chrysoptera,Passeriformes,Parulidae,Vermivora,cyanoptera x chrysoptera,TRUE,Vermivora cyanoptera x chrysoptera,NA
1418,6413,Lawrence's Warbler (Golden-winged x Blue-winged),Paruline de Lawrence,Vermivora chrysoptera x cyanoptera,Passeriformes,Parulidae,Vermivora,chrysoptera x cyanoptera,TRUE,Vermivora chrysoptera x cyanoptera,NA
1419,6360,Black-and-white Warbler,Paruline noir et blanc,Mniotilta varia,Passeriformes,Parulidae,Mniotilta,varia,TRUE,Mniotilta varia,2.592005464
1420,6370,Prothonotary Warbler,Paruline orangée,Protonotaria citrea,Passeriformes,Parulidae,Protonotaria,citrea,TRUE,Protonotaria citrea,2.006374883
1421,6380,Swainson's Warbler,Paruline de Swainson,Limnothlypis swainsonii,Passeriformes,Parulidae,Limnothlypis,swainsonii,TRUE,Limnothlypis swainsonii,2.317199656
1423,6470,Tennessee Warbler,Paruline obscure,Leiothlypis peregrina,Passeriformes,Parulidae,Leiothlypis,peregrina,TRUE,Leiothlypis peregrina,1.862894145
1424,6460,Orange-crowned Warbler,Paruline verdâtre,Leiothlypis celata,Passeriformes,Parulidae,Leiothlypis,celata,TRUE,Leiothlypis celata,2.079755232
1426,6430,Lucy's Warbler,Paruline de Lucy,Leiothlypis luciae,Passeriformes,Parulidae,Leiothlypis,luciae,TRUE,Leiothlypis luciae,2.017240687
1427,6450,Nashville Warbler,Paruline à joues grises,Leiothlypis ruficapilla,Passeriformes,Parulidae,Leiothlypis,ruficapilla,TRUE,Leiothlypis ruficapilla,2.306610575
1428,6440,Virginia's Warbler,Paruline de Virginia,Leiothlypis virginiae,Passeriformes,Parulidae,Leiothlypis,virginiae,TRUE,Leiothlypis virginiae,1.930102826
1429,6780,Connecticut Warbler,Paruline à gorge grise,Oporornis agilis,Passeriformes,Parulidae,Oporornis,agilis,TRUE,Oporornis agilis,1.942642126
1431,6800,MacGillivray's Warbler,Paruline des buissons,Geothlypis tolmiei,Passeriformes,Parulidae,Geothlypis,tolmiei,TRUE,Geothlypis tolmiei,2.409588172
1432,6790,Mourning Warbler,Paruline triste,Geothlypis philadelphia,Passeriformes,Parulidae,Geothlypis,philadelphia,TRUE,Geothlypis philadelphia,2.123503652
1433,6770,Kentucky Warbler,Paruline du Kentucky,Geothlypis formosa,Passeriformes,Parulidae,Geothlypis,formosa,TRUE,Geothlypis formosa,2.197692357
1437,6810,Common Yellowthroat,Paruline masquée,Geothlypis trichas,Passeriformes,Parulidae,Geothlypis,trichas,TRUE,Geothlypis trichas,2.538277341
1439,6840,Hooded Warbler,Paruline à capuchon,Setophaga citrina,Passeriformes,Parulidae,Setophaga,citrina,TRUE,Setophaga citrina,2.048552778
1440,6870,American Redstart,Paruline flamboyante,Setophaga ruticilla,Passeriformes,Parulidae,Setophaga,ruticilla,TRUE,Setophaga ruticilla,2.290661573
1441,6700,Kirtland's Warbler,Paruline de Kirtland,Setophaga kirtlandii,Passeriformes,Parulidae,Setophaga,kirtlandii,TRUE,Setophaga kirtlandii,2.181159176
1442,6500,Cape May Warbler,Paruline tigrée,Setophaga tigrina,Passeriformes,Parulidae,Setophaga,tigrina,TRUE,Setophaga tigrina,1.889569075
1443,6580,Cerulean Warbler,Paruline azurée,Setophaga cerulea,Passeriformes,Parulidae,Setophaga,cerulea,TRUE,Setophaga cerulea,1.960813984
1444,6480,Northern Parula,Paruline à collier,Setophaga americana,Passeriformes,Parulidae,Setophaga,americana,TRUE,Setophaga americana,1.916144929
1445,6490,Tropical Parula,Paruline à joues noires,Setophaga pitiayumi,Passeriformes,Parulidae,Setophaga,pitiayumi,TRUE,Setophaga pitiayumi,2.021721074
1446,6570,Magnolia Warbler,Paruline à tête cendrée,Setophaga magnolia,Passeriformes,Parulidae,Setophaga,magnolia,TRUE,Setophaga magnolia,2.125301481
1447,6600,Bay-breasted Warbler,Paruline à poitrine baie,Setophaga castanea,Passeriformes,Parulidae,Setophaga,castanea,TRUE,Setophaga castanea,2.053568026
1448,6620,Blackburnian Warbler,Paruline à gorge orangée,Setophaga fusca,Passeriformes,Parulidae,Setophaga,fusca,TRUE,Setophaga fusca,2.237287672
1449,6520,Yellow Warbler,Paruline jaune,Setophaga petechia,Passeriformes,Parulidae,Setophaga,petechia,TRUE,Setophaga petechia,2.409592181
1450,6590,Chestnut-sided Warbler,Paruline à flancs marron,Setophaga pensylvanica,Passeriformes,Parulidae,Setophaga,pensylvanica,TRUE,Setophaga pensylvanica,2.000625124
1451,6610,Blackpoll Warbler,Paruline rayée,Setophaga striata,Passeriformes,Parulidae,Setophaga,striata,TRUE,Setophaga striata,2.083837971
1452,6540,Black-throated Blue Warbler,Paruline bleue,Setophaga caerulescens,Passeriformes,Parulidae,Setophaga,caerulescens,TRUE,Setophaga caerulescens,2.256927131
1453,6720,Palm Warbler,Paruline à couronne rousse,Setophaga palmarum,Passeriformes,Parulidae,Setophaga,palmarum,TRUE,Setophaga palmarum,2.012091168
1454,6710,Pine Warbler,Paruline des pins,Setophaga pinus,Passeriformes,Parulidae,Setophaga,pinus,TRUE,Setophaga pinus,2.060304474
1455,6550,(Myrtle Warbler) Yellow-rumped Warbler,Paruline à croupion jaune (groupe coronata),Setophaga coronata coronata,Passeriformes,Parulidae,Setophaga,coronata coronata,TRUE,Setophaga coronata coronata,2.275221628
1456,6560,(Audubon's Warbler) Yellow-rumped Warbler,Paruline à croupion jaune (groupe auduboni),Setophaga coronata audoboni,Passeriformes,Parulidae,Setophaga,coronata audoboni,TRUE,Setophaga coronata audoboni,2.275221628
1457,6556,Yellow-rumped Warbler (all forms),Paruline à croupion jaune (toutes les formes),Setophaga coronata,Passeriformes,Parulidae,Setophaga,coronata,TRUE,Setophaga coronata,2.275221628
1458,6630,Yellow-throated Warbler,Paruline à gorge jaune,Setophaga dominica,Passeriformes,Parulidae,Setophaga,dominica,TRUE,Setophaga dominica,1.972186319
1459,6730,Prairie Warbler,Paruline des prés,Setophaga discolor,Passeriformes,Parulidae,Setophaga,discolor,TRUE,Setophaga discolor,2.321933109
1460,6640,Grace's Warbler,Paruline de Grace,Setophaga graciae,Passeriformes,Parulidae,Setophaga,graciae,TRUE,Setophaga graciae,2.135095065
1461,6650,Black-throated Gray Warbler,Paruline grise,Setophaga nigrescens,Passeriformes,Parulidae,Setophaga,nigrescens,TRUE,Setophaga nigrescens,2.430695515
1462,6680,Townsend's Warbler,Paruline de Townsend,Setophaga townsendi,Passeriformes,Parulidae,Setophaga,townsendi,TRUE,Setophaga townsendi,2.378907897
1463,6690,Hermit Warbler,Paruline à tête jaune,Setophaga occidentalis,Passeriformes,Parulidae,Setophaga,occidentalis,TRUE,Setophaga occidentalis,2.178412242
1464,6686,hybrid Townsend's Warbler x Hermit Warbler,hybride Paruline de Townsend x à tête jaune,Setophaga townsendi x occidentalis,Passeriformes,Parulidae,Setophaga,townsendi x occidentalis,TRUE,Setophaga townsendi x occidentalis,NA
1465,6685,unid. Townsend's Warbler / Hermit Warbler,unid Paruline de Townsend / Paruline à tête jaune,Setophaga townsendi / occidentalis,Passeriformes,Parulidae,Setophaga,townsendi / occidentalis,TRUE,Setophaga townsendi / occidentalis,NA
1466,6660,Golden-cheeked Warbler,Paruline à dos noir,Setophaga chrysoparia,Passeriformes,Parulidae,Setophaga,chrysoparia,TRUE,Setophaga chrysoparia,2.439937895
1467,6670,Black-throated Green Warbler,Paruline à gorge noire,Setophaga virens,Passeriformes,Parulidae,Setophaga,virens,TRUE,Setophaga virens,1.985630255
1473,6860,Canada Warbler,Paruline du Canada,Cardellina canadensis,Passeriformes,Parulidae,Cardellina,canadensis,TRUE,Cardellina canadensis,2.048246608
1474,6850,Wilson's Warbler,Paruline à calotte noire,Cardellina pusilla,Passeriformes,Parulidae,Cardellina,pusilla,TRUE,Cardellina pusilla,2.125301481
1475,6900,Red-faced Warbler,Paruline à face rouge,Cardellina rubrifrons,Passeriformes,Parulidae,Cardellina,rubrifrons,TRUE,Cardellina rubrifrons,2.085432044
1478,6880,Painted Redstart,Paruline à ailes blanches,Myioborus pictus,Passeriformes,Parulidae,Myioborus,pictus,TRUE,Myioborus pictus,1.848723171
1481,6090,Hepatic Tanager,Piranga orangé,Piranga flava,Passeriformes,Cardinalidae,Piranga,flava,TRUE,Piranga flava,2.250777359
1482,6100,Summer Tanager,Piranga vermillon,Piranga rubra,Passeriformes,Cardinalidae,Piranga,rubra,TRUE,Piranga rubra,2.529418312
1483,6080,Scarlet Tanager,Piranga écarlate,Piranga olivacea,Passeriformes,Cardinalidae,Piranga,olivacea,TRUE,Piranga olivacea,2.390336661
1484,6070,Western Tanager,Piranga à tête rouge,Piranga ludoviciana,Passeriformes,Cardinalidae,Piranga,ludoviciana,TRUE,Piranga ludoviciana,2.230321436
1492,5930,Northern Cardinal,Cardinal rouge,Cardinalis cardinalis,Passeriformes,Cardinalidae,Cardinalis,cardinalis,TRUE,Cardinalis cardinalis,4.156734357
1493,5940,Pyrrhuloxia,Cardinal pyrrhuloxia,Cardinalis sinuatus,Passeriformes,Cardinalidae,Cardinalis,sinuatus,TRUE,Cardinalis sinuatus,5.599267088
1494,5935,unid. Northern Cardinal / Pyrrhuloxia,unid Cardinal rouge / Cardinal pyrrhuloxia,Cardinalis cardinalis / sinuatus,Passeriformes,Cardinalidae,Cardinalis,cardinalis / sinuatus,TRUE,Cardinalis cardinalis / sinuatus,NA
1496,5950,Rose-breasted Grosbeak,Cardinal à poitrine rose,Pheucticus ludovicianus,Passeriformes,Cardinalidae,Pheucticus,ludovicianus,TRUE,Pheucticus ludovicianus,2.6961497
1497,5960,Black-headed Grosbeak,Cardinal à tête noire,Pheucticus melanocephalus,Passeriformes,Cardinalidae,Pheucticus,melanocephalus,TRUE,Pheucticus melanocephalus,2.626122912
1503,5970,Blue Grosbeak,Guiraca bleu,Passerina caerulea,Passeriformes,Cardinalidae,Passerina,caerulea,TRUE,Passerina caerulea,3.085739873
1504,5990,Lazuli Bunting,Passerin azuré,Passerina amoena,Passeriformes,Cardinalidae,Passerina,amoena,TRUE,Passerina amoena,2.341236644
1505,5980,Indigo Bunting,Passerin indigo,Passerina cyanea,Passeriformes,Cardinalidae,Passerina,cyanea,TRUE,Passerina cyanea,2.777197368
1506,5986,hybrid Lazuli Bunting x Indigo Bunting,hybride Passerin azuré x Passerin indigo,Passerina amoena x cyanea,Passeriformes,Cardinalidae,Passerina,amoena x cyanea,TRUE,Passerina amoena x cyanea,NA
1509,6000,Varied Bunting,Passerin varié,Passerina versicolor,Passeriformes,Cardinalidae,Passerina,versicolor,TRUE,Passerina versicolor,2.229390891
1510,6010,Painted Bunting,Passerin nonpareil,Passerina ciris,Passeriformes,Cardinalidae,Passerina,ciris,TRUE,Passerina ciris,2.467333191
1511,6040,Dickcissel,Dickcissel d'Amérique,Spiza americana,Passeriformes,Cardinalidae,Spiza,americana,TRUE,Spiza americana,2.079148346
